Contig id	Gene symbol	Start	Stop	Strand	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	Strain	Plasmid	BioSample	Organism	Size
NZ_CP071948.1	qnrVC1	55676	56329	-	quinolone resistance pentapeptide repeat protein QnrVC1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_000415714.1	quinolone resistance pentapeptide repeat protein QnrVC1	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	blaSIM-1	58195	58932	+	subclass B1 metallo-beta-lactamase SIM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	246	246	100.0	100.0	246	WP_017901052.1	subclass B1 metallo-beta-lactamase SIM-1	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	aac(6')-Ib4	59074	59625	+	aminoglycoside N-acetyltransferase AAC(6')-Ib4	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	ALLELEX	184	184	100.0	100.0	184	WP_003159191.1	aminoglycoside N-acetyltransferase AAC(6')-Ib4	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	blaOXA-10	59870	60667	+	oxacillin-hydrolyzing class D beta-lactamase OXA-10	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	266	266	100.0	100.0	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	aadA1	60687	61475	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001209508.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	dfrA1	61554	62024	+	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_000777554.1	trimethoprim-resistant dihydrofolate reductase DfrA1	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	qacEdelta1	62731	63075	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	sul1	63072	63908	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	sul1	81844	82692	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	283	283	100.0	100.0	283	WP_000946487.1	sulfonamide-resistant dihydropteroate synthase Sul1	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	mph(E)	84435	85316	-	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	msr(E)	85375	86847	-	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	toprJ1	138460	139890	-	multidrug efflux transporter outer membrane subunit TOprJ1	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	477	477	100.0	100.0	477	WP_003152694.1	multidrug efflux transporter outer membrane subunit TOprJ1	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	tmexD3	139898	143029	-	multidrug efflux RND transporter permease subunit TMexD3	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	1044	1044	100.0	100.0	1044	WP_034065037.1	multidrug efflux RND transporter permease subunit TMexD3	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071948.1	tmexC	143048	144208	-	multidrug efflux RND transporter periplasmic adaptor subunit TMexC	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	BLASTX	387	387	100.0	99.74	387	WP_034039546.1	multidrug efflux RND transporter periplasmic adaptor subunit TMexC3	2020HL-00861	 pPae-WC20-001-01	GCF_019443665.1	Pseudomonas aeruginosa	160
NZ_CP071949.1	qnrVC1	48948	49601	-	quinolone resistance pentapeptide repeat protein QnrVC1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_000415714.1	quinolone resistance pentapeptide repeat protein QnrVC1	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	blaSIM-1	51467	52204	+	subclass B1 metallo-beta-lactamase SIM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	246	246	100.0	100.0	246	WP_017901052.1	subclass B1 metallo-beta-lactamase SIM-1	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	aac(6')-Ib4	52346	52897	+	aminoglycoside N-acetyltransferase AAC(6')-Ib4	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	ALLELEX	184	184	100.0	100.0	184	WP_003159191.1	aminoglycoside N-acetyltransferase AAC(6')-Ib4	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	blaOXA-10	53142	53939	+	oxacillin-hydrolyzing class D beta-lactamase OXA-10	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	266	266	100.0	100.0	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	aadA1	53959	54747	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001209508.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	dfrA1	54826	55296	+	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_000777554.1	trimethoprim-resistant dihydrofolate reductase DfrA1	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	qacEdelta1	56003	56347	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	sul1	56344	57180	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	sul1	75116	75964	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	283	283	100.0	100.0	283	WP_000946487.1	sulfonamide-resistant dihydropteroate synthase Sul1	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	mph(E)	77707	78588	-	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	msr(E)	78647	80119	-	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	toprJ1	131732	133162	-	multidrug efflux transporter outer membrane subunit TOprJ1	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	477	477	100.0	100.0	477	WP_003152694.1	multidrug efflux transporter outer membrane subunit TOprJ1	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	tmexD3	133170	136301	-	multidrug efflux RND transporter permease subunit TMexD3	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	1044	1044	100.0	100.0	1044	WP_034065037.1	multidrug efflux RND transporter permease subunit TMexD3	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP071949.1	tmexC	136320	137480	-	multidrug efflux RND transporter periplasmic adaptor subunit TMexC	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	BLASTX	387	387	100.0	99.74	387	WP_034039546.1	multidrug efflux RND transporter periplasmic adaptor subunit TMexC3	2020HL-00861	 pPae-WC20-001-02	GCF_019443665.1	Pseudomonas aeruginosa	153
NZ_CP073081.1	toprJ1	217032	218462	-	multidrug efflux transporter outer membrane subunit TOprJ1	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	477	477	100.0	100.0	477	WP_003152694.1	multidrug efflux transporter outer membrane subunit TOprJ1	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	tmexD2	218470	221601	-	multidrug efflux RND transporter permease subunit TMexD2	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	1044	1044	100.0	100.0	1044	WP_027591160.1	multidrug efflux RND transporter permease subunit TMexD2	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	tmexC	221620	222780	-	multidrug efflux RND transporter periplasmic adaptor subunit TMexC	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	BLASTX	387	387	100.0	98.71	387	WP_034039546.1	multidrug efflux RND transporter periplasmic adaptor subunit TMexC3	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	qnrVC1	227264	227917	+	quinolone resistance pentapeptide repeat protein QnrVC1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_000415714.1	quinolone resistance pentapeptide repeat protein QnrVC1	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	arr-2	228626	229075	+	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEX	150	150	100.0	100.0	150	WP_000237816.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	dfrA47	229201	229695	+	trimethoprim-resistant dihydrofolate reductase DfrA47	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.0	100.0	165	WP_034072810.1	trimethoprim-resistant dihydrofolate reductase DfrA47	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	qacEdelta1	229885	230229	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	sul1	230226	231062	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	mph(E)	251744	252625	-	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	msr(E)	252684	254156	-	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	armA	256458	257228	-	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	257	257	100.0	100.0	257	WP_000359986.1	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	sul1	261679	262515	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	qacEdelta1	262512	262856	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	aadA25	264408	264914	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIALX	169	263	64.26	99.41	169	WP_011113049.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	cmlA1	265010	266266	-	chloramphenicol efflux MFS transporter CmlA1	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	419	419	100.0	100.0	419	WP_001256776.1	chloramphenicol efflux MFS transporter CmlA1	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	ant(2'')-Ia	266524	267054	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	aac(6')-Il	267189	267644	-	aminoglycoside N-acetyltransferase AAC(6')-Il	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTX	152	152	100.0	100.0	152	WP_013263788.1	aminoglycoside N-acetyltransferase AAC(6')-Il	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	ble	269453	269815	-	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	BLASTX	121	121	100.0	97.52	121	WP_004201167.1	bleomycin binding protein Ble-MBL	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	blaAFM-2	269822	270622	-	subclass B1 metallo-beta-lactamase AFM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	267	267	100.0	100.0	267	WP_204376224.1	subclass B1 metallo-beta-lactamase AFM-2	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	sul1	273783	274619	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	qacEdelta1	274616	274960	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	dfrA27	275142	275612	-	trimethoprim-resistant dihydrofolate reductase DfrA27	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001749985.1	trimethoprim-resistant dihydrofolate reductase DfrA27	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	arr-2	275748	276197	-	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEX	150	150	100.0	100.0	150	WP_000237816.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	blaOXA-246	276336	277133	-	OXA-10 family class D beta-lactamase OXA-246	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	266	266	100.0	100.0	266	WP_063862394.1	OXA-10 family class D beta-lactamase OXA-246	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	cmlA8	277240	278496	-	chloramphenicol efflux MFS transporter CmlA8	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	ALLELEX	419	419	100.0	100.0	419	WP_032492104.1	chloramphenicol efflux MFS transporter CmlA8	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073081.1	aac(6')-IIa	278754	279305	-	aminoglycoside N-acetyltransferase AAC(6')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	184	184	100.0	100.0	184	WP_023622803.1	aminoglycoside N-acetyltransferase AAC(6')-IIa	NDTH9845	 pNDTH9845	GCF_018138045.1	Pseudomonas aeruginosa	464
NZ_CP073083.1	blaPSE	189721	190584	-	PSE family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	288	288	100.0	99.65	288	WP_032489168.1	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-4	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	catB	190737	191366	-	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	210	210	100.0	99.52	210	WP_000800689.1	type B-2 chloramphenicol O-acetyltransferase CatB11	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	qnrVC1	191550	192203	-	quinolone resistance pentapeptide repeat protein QnrVC1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_000415714.1	quinolone resistance pentapeptide repeat protein QnrVC1	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	sul1	195356	196192	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	sul1	199304	200140	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	qacEdelta1	200137	200481	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	aadA25	200648	201436	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	263	263	100.0	99.62	263	WP_011113049.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	cmlA1	201532	202788	-	chloramphenicol efflux MFS transporter CmlA1	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	419	419	100.0	100.0	419	WP_001256776.1	chloramphenicol efflux MFS transporter CmlA1	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	aac(6')-Il	203120	203575	-	aminoglycoside N-acetyltransferase AAC(6')-Il	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTX	152	152	100.0	100.0	152	WP_013263788.1	aminoglycoside N-acetyltransferase AAC(6')-Il	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	ble	205384	205746	-	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	BLASTX	121	121	100.0	97.52	121	WP_004201167.1	bleomycin binding protein Ble-MBL	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	blaAFM-3	205753	206553	-	subclass B1 metallo-beta-lactamase AFM-3	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	267	267	100.0	100.0	267	WP_211862582.1	subclass B1 metallo-beta-lactamase AFM-3	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	sul1	209714	210550	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	qacEdelta1	210547	210891	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	dfrA27	211073	211543	-	trimethoprim-resistant dihydrofolate reductase DfrA27	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001749985.1	trimethoprim-resistant dihydrofolate reductase DfrA27	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	arr-3	211679	212128	-	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTX	150	150	100.0	100.0	150	WP_001749986.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	blaOXA	213509	214258	-	OXA-10 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	250	266	93.98	100.0	250	WP_063862394.1	OXA-10 family class D beta-lactamase OXA-246	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	cmlA8	214365	215621	-	chloramphenicol efflux MFS transporter CmlA8	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	ALLELEX	419	419	100.0	100.0	419	WP_032492104.1	chloramphenicol efflux MFS transporter CmlA8	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	aac(6')-IIa	215879	216430	-	aminoglycoside N-acetyltransferase AAC(6')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	184	184	100.0	100.0	184	WP_023622803.1	aminoglycoside N-acetyltransferase AAC(6')-IIa	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	mph(E)	218233	219114	-	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP073083.1	msr(E)	219173	220645	-	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	WTJH17	 pWTJH17	GCF_018138065.1	Pseudomonas aeruginosa	436
NZ_CP077974.1	blaKPC-2	9214	10092	-	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.0	100.0	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	ZPPH33	 pZPPH33-KPC	GCF_019857405.1	Pseudomonas aeruginosa	52
NZ_CP077975.1	tet(A)	8020	9216	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	ZPPH33	 p4	GCF_019857405.1	Pseudomonas aeruginosa	35
